1,none,minecraft:the_void,MONSTER,apocalypsenow:horde_5,10,1,1
2,none,minecraft:the_void,MONSTER,apocalypsenow:walker_5,20,1,1
3,none,minecraft:the_void,MONSTER,apocalypsenow:runner_49,20,1,1
4,none,minecraft:the_void,MONSTER,apocalypsenow:horde_4,10,1,1
5,none,minecraft:the_void,MONSTER,zombie_extreme:fetus,20,1,1
6,none,minecraft:the_void,MONSTER,apocalypsenow:runner_50,20,1,1
7,none,minecraft:the_void,MONSTER,apocalypsenow:walker_11,20,1,1
8,none,minecraft:the_void,MONSTER,apocalypsenow:looter_2,10,1,1
9,none,minecraft:the_void,MONSTER,apocalypsenow:walker_14,20,1,1
10,none,minecraft:the_void,MONSTER,kevin_trophy:blister_zombie,12,1,3
11,none,minecraft:the_void,MONSTER,kevin_trophy:crawler_zombie,10,1,3
12,none,minecraft:the_void,MONSTER,zombie_extreme:infected,20,1,2
13,none,minecraft:the_void,MONSTER,apocalypsenow:looter_3,10,1,1
14,none,minecraft:the_void,MONSTER,apocalypsenow:military_01,10,4,4
15,none,minecraft:the_void,MONSTER,apocalypsenow:crawler_1,20,1,1
16,none,minecraft:the_void,MONSTER,apocalypsenow:walker_18,20,1,1
17,none,minecraft:the_void,MONSTER,apocalypsenow:walker_6,20,1,1
18,none,minecraft:the_void,MONSTER,kevin_trophy:spitter_zombie,10,1,1
19,none,minecraft:the_void,MONSTER,kevin_trophy:zombie_brute,10,1,2
20,none,minecraft:the_void,MONSTER,apocalypsenow:walker_9,20,1,1
21,none,minecraft:the_void,MONSTER,apocalypsenow:walker_29,20,1,1
22,none,minecraft:the_void,MONSTER,zombie_extreme:night_hunter,20,1,1
23,none,minecraft:the_void,MONSTER,apocalypsenow:looter_5,10,1,1
24,none,minecraft:the_void,MONSTER,apocalypsenow:walker_32,20,1,1
25,none,minecraft:the_void,MONSTER,apocalypsenow:walker_15,20,1,1
26,none,minecraft:the_void,MONSTER,zombie_extreme:bomber,30,1,1
27,none,minecraft:the_void,MONSTER,apocalypsenow:walker_28,20,1,1
28,none,minecraft:the_void,MONSTER,apocalypsenow:walker_7,20,1,1
29,none,minecraft:the_void,MONSTER,apocalypsenow:military_medic,10,1,1
30,none,minecraft:the_void,MONSTER,apocalypsenow:walker_22,20,1,1
31,none,minecraft:the_void,MONSTER,apocalypsenow:runner_40,20,1,1
32,none,minecraft:the_void,MONSTER,zombie_extreme:infected_military,20,1,1
33,none,minecraft:the_void,MONSTER,apocalypsenow:looter_4,10,1,1
34,none,minecraft:the_void,MONSTER,apocalypsenow:runner_36,20,1,1
35,none,minecraft:the_void,MONSTER,apocalypsenow:runner_43,20,1,1
36,none,minecraft:the_void,MONSTER,apocalypsenow:walker_2,20,1,1
37,none,minecraft:the_void,MONSTER,apocalypsenow:runner_51,20,1,1
38,none,minecraft:the_void,MONSTER,apocalypsenow:runner_56,20,1,1
39,none,minecraft:the_void,MONSTER,apocalypsenow:walker_26,20,1,1
40,none,minecraft:the_void,MONSTER,apocalypsenow:walker_33,20,1,1
41,none,minecraft:the_void,MONSTER,apocalypsenow:walker_12,20,1,1
